AAB ID,AAB Catalogue Number,Library Full Name,Library Sort,Category,Database ID,Department,Title Sort,Title for Print and Web,Full Title,Author (First Name Last Name),Year of Publication,Call Number,Item Record #,"Other contributors, if apply (please be specific such as: Illustrated by John H. Doe or Edited by Charles Smith)",Adoption Goal,Item Description,Note,Image for Print and Web,Image Filename,Conservation Blurb,Preservation Cost,Year,Adopt Status,Adopter ID
2020-062,62,Elliston Poetry Room,Elliston,Preserve for the Future,2288,Elliston,Waste,The Waste Land,The Waste Land,T. S. Eliot,1923,N/A,i10666679,,9000,"One of 460 copies of the first British edition printed by Leonard and Virginia Woolf at the Hogarth Press in Surrey, the type being set by Virginia Woolf herself. Composed in 1921, T.S. Eliot's The Waste Land is perhaps the single most influential poem of the twentieth century. ‘I am wracked by the seven jealousies,’ wrote Eliot's friend and editor Ezra Pound upon seeing its final revision before publication in 1922. ""ECHT!"" Pound finally gushes in the margin: ""THE REAL STUFF!"" It was to be Eliot's major accomplishment. The watery, violet marbled cover foretells what lies within: a prophetic poem of dream and mourning, a reconciliation of the spiritual with the everyday. How can one believe in beauty after the incomparable violence of a First World War, the poem asks– and could such a thing ever happen again?  ",,2020-062,i10666679_2288_theWasteland,"This is a 1923 first edition printing of The Waste Land by T.S. Eliot, published by Leonard and Virginia Woolf at the Hogarth Press in Richmond, Surrey, England. It is a small booklet bound in blue decorated paper covers. The textblock spine adhesive is brittle and the spine of the cover is broken with parts nearly detached. The upper endcap of the binding is lost. Conservation staff will surface clean the textblock to remove dirt and grime from the pages. The brittle spine adhesive will be reduced and the spine relined with a more flexible adhesive. The detached cover spine will be rebacked with a kozo tissue sympathetic in color to the binding. The endcap loss will be filled. To protect the binding from storage and wear, it will receive a clear plastic jacket and will be housed in a cloth covered clamshell.",$530 ,2020,0,
2020-063,63,Geology-Mathematics-Physics Library,GMP,Build the Collection,2140,Geo-Math-Phys Library,Deciduous,Deciduous Forests of Eastern North America,Deciduous Forests of Eastern North America,E. Lucy Braun,1950,geo QK938.F6 bB7,i22099797,,275,"Emma Lucy Braun studied geology and botany at the University of Cincinnati, and graduated with her PhD in botany in 1914. She was the 6th woman to receive a PhD from UC, while her older sister Annette was the first. The two Braun sisters are famous trailblazers for the history of women in science and are a mark of pride for UC. Over the course of her life, E. Lucy Braun wrote four books and published 180 articles in more than 20 journals. The book presented here, Deciduous Forests of Eastern North America, is widely regarded as her greatest and longest standing scholarly achievement. ",,2020-063,i22099797_2140_deciduousForests_001N,,,2020,0,
2020-064,64,Geology-Mathematics-Physics Library,GMP,Build the Collection,2163,Geo-Math-Phys Library,Elementary,Elementary Guide to the Fossils and Strata in the Vicinity of Cincinnati,Elementary Guide to the Fossils and Strata in the Vicinity of Cincinnati,Walter H. Bucher,1945,QE747.O3 B82,i21828428,Plates by Kenneth E. Caster and Stewart M. Jones,125,"Elementary Guide to the Fossils and Strata in the Vicinity of Cincinnati is a locally focused guide to the regional geology and to searching and identifying local fossils. The document was compiled by the Cincinnati Society for Natural History and given to the University of Cincinnati for publication in 1945. The highly-respected UC geology professor Kenneth Caster wrote the foreword and, along with Stewart Jones, supplied the plates used for the images in this work.   ",,2020-064,i21828428_2163_guideFossils_001N,,,2020,0,
2020-065,65,Geology-Mathematics-Physics Library,GMP,Build the Collection,2136,Geo-Math-Phys Library,Great,Great Atlas of the Universe,Great Atlas of the Universe,L. Benacchio,2007,phys QB65 .B462 2007,i61195613,,75,"The Hubble Space telescope has provided scientists with much more than the gorgeous color photographs of galaxies and nebula that you may be familiar with, but that does not mean we cannot appreciate them and marvel in their beauty. The Great Atlas of the Universe includes many of these photographs from Hubble, but also many beautiful “local” photographs of nearby planets and moons. This volume features over 300 stunning images and fold-out illustrations that highlight the beauty and strangeness of the universe.  ",,2020-065,i61195613_2136_atlasUniverse_001N,,,2020,0,
2020-066,66,Geology-Mathematics-Physics Library,GMP,Build the Collection,2162,Geo-Math-Phys Library,Handbuch,Handbuch der physiologischen optik,Handbuch der physiologischen optik,Hermann von Helmholtz,1867,phys QP475 .H47 1867,i51177110,,500,"Hermann von Helmholtz made tremendous and lasting contributions to many areas of science including physiology, electrodynamics, and meteorology. The Handbuch der physiologischen optik or Handbook of Physiological Optics is widely regarded as his greatest work. Being characterized by mathematically precise illustrations and sound physical principles, it covers topics including empirical theories of depth perception, color vision, and motion perception.  ",,2020-066,i51177110_2162_Optik_01N,,,2020,0,
2020-067,67,Geology-Mathematics-Physics Library,GMP,Build the Collection,2139,Geo-Math-Phys Library,Illustrations,Illustrations of the Huttonian Theory of the Earth,Illustrations of the Huttonian Theory of the Earth,John Playfair,1956,QE26 .P64 1802a (facsimile),i23175151,,525,"James Hutton laid out the foundations of the science of geology in his Theory of the Earth in 1785. John Playfair’s Illustrations of the Huttonian Theory is seen as an important text in the history of geology because it defends Hutton’s theory from the staunchest criticisms of the day. With much praise for concise language and clear argumentation, this work was vital to raising perceptions of Hutton’s original work and bringing it to the heights it exists at today.   ",,2020-067,i23175151_2139_huttonianTheory_001N,,,2020,0,
2020-068,68,Geology-Mathematics-Physics Library,GMP,Preserve for the Future,2270,Geo-Math-Phys Library,Oration,"An oration delivered before the Cincinnati astronomical society, on the occasion of laying the corner stone of an astronomical observatory, on the 10th of November, 1843","An oration delivered before the Cincinnati astronomical society, on the occasion of laying the corner stone of an astronomical observatory, on the 10th of November, 1843",John Quincy Adams,1843,QB51 .A23,i21789654,,575,"With its very creative and poetic title, An Oration Delivered Before the Cincinnati Astronomical Society, on the Occasion of Laying the Corner Stone of an Astronomical Observatory, on the 10th of November, 1843, is exactly that - a written account of the ceremony. It opens with words from Judge Jacob Burnet, a former U.S. senator from Ohio, and concludes with a speech from John Quincy Adams, the 6th president of the United States. This would be President Adams’ final public speech. Mount Ida, the location of the Cincinnati Observatory at that time, would be re-named Mount Adams to commemorate the President’s visit on this day. The honorific place name remains to this day. This text captures an important moment in the history of scientific achievement in Cincinnati.  ",,2020-068,i21789654_2270_orationDeliveredCincinnati,"This is a side sewn pamphlet from 1843, printed in Cincinnati. The original covers are dirty and extremely brittle. The lower cover is fully detached and the upper cover is partially separated. The sewing is broken, but the textblock remains intact. Conservation staff will surface clean the covers to remove heavy accumulated dirt, wash the covers to reduce brittleness, repair the covers and reattach to the textblock with toned kozo tissue. The sewing will also be repaired. To protect the pamphlet long-term, it will be stored in a manuscript folder. ",$550 ,2020,0,
2020-069,69,Geology-Mathematics-Physics Library,GMP,Build the Collection,2164,Geo-Math-Phys Library,Principles,Principles of Geology,Principles of Geology,Charles Lyell,1832,QE26 .L9 1832 v.1-v.3,i19292399,,1300,"Lyell’s Principles of Geology, being an attempt to explain the former changes of the Earth's surface by reference to causes now in operation, is a 3-volume seminal and foundational text in the history of geology. Lyell is referenced as being one of the first to grasp the concept of “deep time” and argue that the laws of nature that we observe in the present have not changed in the past and can be used to explain geological phenomena. Charles Darwin carried the 2nd volume of this work with him during his time in the Galapagos and wrote about Lyell’s influence on his thinking.   ",,2020-069,i19292399_2164_Principles_01N,,,2020,0,
2020-070,70,Geology-Mathematics-Physics Library,GMP,Build the Collection,2131,Geo-Math-Phys Library,Puzzler's,Puzzlers' Tribute: A Feast for the Mind,Puzzlers' Tribute: A Feast for the Mind,edited by David Wolfe and Tom Rodgers,2002,math QA95.P89 2002,i49074179,,75,"Whether for work or for fun, mathematicians love solving puzzles. Puzzlers’ Tribute: A Feast for the Mind is a collection of original and interesting mathematical puzzles across a range of difficulties. Some puzzles are numerical and logical, and some are spatial, and pattern oriented. Whether it is the mathematics of graphic palindromes or interlocking spirals, there is an interesting puzzle or mathematical magic trick in this book for everyone.   ",,2020-070,i49074179_2131_puzzlersTribute_001N,,,2020,0,
2020-071,71,Geology-Mathematics-Physics Library,GMP,Build the Collection,2134,Geo-Math-Phys Library,Quantum,Quantum Questions: Mystical Writings of the World's Great Physicists,Quantum Questions: Mystical Writings of the World's Great Physicists,Edited by Ken Wilber,1984,QC7.Q36 1984,i14081465,Research Assistance of Ann Niehaus,75,"Physicists are sometimes described as “closet philosophers” because they frequently grapple with big, foundational questions about the nature of fundamental concepts such as time and matter. During the quantum revolution of the 20th century, leading physicists of the time such as Heisenberg, Schrödinger, and Planck, wrote philosophical essays, many of which attempt to bridge the gap between science and religion and wrestle with the strangeness that is the quantum world. Quantum Questions is a collection these mystical writings from the world’s top physicists of the time.   ",,2020-071,i14081465_2134_quantumQuestions_002N,,,2020,0,
2020-072,72,Geology-Mathematics-Physics Library,GMP,Build the Collection,2137,Geo-Math-Phys Library,Sundials,Sundials: An Illustrated History of Portable Dials,Sundials: An Illustrated History of Portable Dials,Hester Higdon,2001,phys QB215 .H543 2001,i48122695,,75,"Perhaps counter to initial conceptions, the majority of sundials that exist from past centuries are portable and pocket-sized. In fact, before 1800 only the very wealthy could afford a more accurate portable clock. Sundials: An Illustrated History of Portable Dials details the thousands of years of history for these cultural objects.  It contains beautiful images and accompanying details of the technological advancements that have occurred throughout the ages, emphasizing the impact sundials had on keeping a “watch” in your pocket. ",,2020-072,i48122695_2137_sundials_001N,,,2020,0,
2020-073,73,Albino Gorno Memorial Library,Gorno,Build the Collection,2187,CCM Library,Concerto,Concerto for Orchestra,Concerto for Orchestra,Béla Bartók ,2016,M3 .B38 v.24,i86091773,Edited by the Bartók Archives of the Hungarian Academy of Sciences,500,"Full orchestral score from Bartók’s complete critical edition. Critical editions offer music students essential information that is fundamental to their understanding of the pieces produced by composers of Western art music and their early histories. These editions result from thorough scholarly work, based on the evaluation and collation of available source materials, building on previous generations of scholarship and often benefitting from large-scale and long-time collaborative efforts. Over the 70 years since the Albino Gorno Memorial Library opened, librarians have built an outstanding collection of critical editions of many composers, considered the backbone of our score holdings. We usually have open-ended subscriptions, collecting volume by volume as the editions emerge. ",,2020-073,i86091773_2187_completeCritical_001,,,2020,0,
2020-074,74,Albino Gorno Memorial Library,Gorno,Build the Collection,2185,CCM Library,Il Codice,Il Codice J.II.9 ,Il Codice J.II.9 ,Biblioteca nazionale di Torino,1999,ML96.4.B53 T6,i43258992,Introduction by Isabella Data and Karl Kügle,500,"Facsimile collection of early 15th century French sacred music, including plainchant, polyphonic mass movements, motets, and polyphonic chansons. By studying hand-notated musical sources, music students may gain insights into creative processes, usually in the form of manuscripts and sketches. It is a unique experience to observe the composer’s hand at work in a piece of music you are studying or performing yourself. When it is not possible or practical to consult original sources, we turn instead to facsimile publications. Facsimiles are reproductions of source materials, ranging from simple black and white images to full-color high resolution copies that attempt to duplicate the look and feel of the original, sometimes even including the cover and binding. Over many decades, the librarians have aimed to enrich the collections with high quality facsimile reproductions, providing vicarious access to source materials of different time periods, repertoires, composers, and works (as exemplified by the facimiles listed above). Specialized publications of this kind are often issued in limited editions. ",,2020-074,i43258992_2185_ilCodiceJII9_001N,,,2020,0,
2020-075,75,Albino Gorno Memorial Library,Gorno,Preserve for the Future,2293,CCM Library,Mefistofele,"Libretto for Arrigo Boito's Mefistofele, performed at the first Cincinnati Opera Musical Festival, February 21-26, 1881","Libretto for Arrigo Boito's Mefistofele, performed at the first Cincinnati Opera Musical Festival, February 21-26, 1881",Arrigo Boito ,1881,N/A,notcat2293,English Adaptation by Theo. Marzials,400,"Libretto in Italian and English, with explanatory notes and music excerpts, sold in music and bookstores for 25 cents. Boito’s Mefistofele was one of eight operas performed in six days during the first Cincinnati Opera Music Festival. The American premiere of the opera had been given only shortly before, on November 16, 1880 in Boston. The first Cincinnati Opera Music Festival was organized by Cincinnati’s College of Music in collaboration with James Henry Mapleson’s opera company, an orchestra of about one hundred players, and a chorus of three hundred, consisting of mostly amateur singers. That first year the festival took place in Music Hall and was both successful and profitable for the college. ",,2020-075,notcat2293_2293_medfistofele,"This is a late 19th century single section pamphlet containing side-sewn folios. Overall, the pamphlet is dirty and fragile. While the textblock paper inside the pamphlet is in good condition, the clay coated cover is in severe condition. The cover has separated from the textblock and is torn along all edges and creased. In order to prepare the pamphlet for exhibition and scholarly handling, conservation staff will first surface clean the cover and pages. The cover ink and paper coating will then be tested for water solubility, and if they are found stable, the cover will be washed to reduce overall acidify. Once dried, the tears in the cover will be repaired with thin kozo fibered tissue. For long-term storage, the pamphlet will be wrapped in a clear plastic jacket and housed in a folder within an archival pamphlet binder. ",$350 ,2020,0,
2020-076,76,Albino Gorno Memorial Library,Gorno,Preserve for the Future,2292,CCM Library,Primer,Primer: The Gamut or Scale of Music,Primer: The Gamut or Scale of Music,,c. 1800-1850,N/A,notcat2292,,1000,"This musical primer, bound in leather, contains a handwritten table of contents, and then tunes and hymns in four parts (treble, counter, tenor, bass) handwritten onto 196 pages. ",,2020-076,notcat2292_2292_PrimerGamut_01N,"This is a full leather binding containing historic handwritten music lessons. The actual date of the text is unknown, but may have originated in the 18th or 19th century. It is in severe condition. The upper cover is cupped and has fully detached. The lower board is partially detached. Pages within the binding contain edge tears and are dirty. The first few handwritten inscriptions, including a table of contents, is faded and difficult to read. One page is torn and loose from the text. Conservation staff conserve the pages to repair edges, reattach loose sheets and reattach the cover after flattening. The lower cover attachment will be strengthened. Digital conservation photography will also explore image capture with a variety of lighting techniques to improve legibility of the handwritten inscriptions. To facilitate classroom use while also protecting the binding during storage, a cloth covered clamshell enclosure will be constructed with an integrated custom cradle. ",$975 ,2020,0,
2020-077,77,Albino Gorno Memorial Library,Gorno, Preserve for the Future,2294,CCM Library,Scrapbook CCM,"Early 20th century scrapbook containing photographs, advertisements and announcements for the Cincinnati Conservatory of Music","Early 20th century scrapbook containing photographs, advertisements and announcements for the Cincinnati Conservatory of Music, dating from 1914 to 1933",Cincinnati Conservatory of Music,1914-1933,N/A,notcat2294,,925,"The advertisements and announcements that appear in this scrapbook are significant and interesting because they offer a comprehensive view of how the Conservatory of Music promoted its faculty, programs and offerings from term to term, and year to year. Compiled during the period that Bertha Baur served as director of the conservatory, the scrapbook may have been collected as a working repository of the conservatory’s advertising materials. ",,2020-077,notcat2294_2294_Scrapbook_01N,"This is an early 20th century green cloth covered scrapbook containing photographs, advertisements and announcements for the Cincinnati Conservatory of Music. The scrapbook cover is unique – it is composed of a notched wooden spine that serves as the binding to hold sections of album pages between slits of wood. In the front of the binding, there are numerous embrittled photographs showing early signs of silver mirroring. Throughout the rest of the scrapbook, advertisements are pasted directly to the album pages. Some advertisements are made of poor quality paper and are heavily discolored from beige to dark brown. Overall, the album pages are dirty and are difficult to handle because the lower cover is fully detached and no longer serves as a support. The upper cover is also beginning to detach. Conservation staff will surface clean the pages to remove accumulated dirt, add interleaving to protect discolored pages, and repair the binding to reattach covers. Photographs will be treated separately and matted in photographic safe mat board.",$875 ,2020,0,
2020-078,78,Albino Gorno Memorial Library,Gorno,Preserve for the Future,2329,CCM Library,Scrapbook Schafer,Early 20th century scrapbook containing photographs and newsprint ephemera about Harriet Schafer,"Early 20th century scrapbook containing photographs and newsprint ephemera about Harriet Schafer, dating from 1918 to 1937",Harriet Schafer Weber,1918-1937,N/A,notcat2329,,3750,"Harriet Schafer Weber (1905–1998) attended the Cincinnati Conservatory of Music, studying voice with Dan Beddoe. The scrapbook photos and cuttings document that during the 1920s and 30s, Harriet frequently appeared with the Three Arts Club Quartet and as a soloist in Cincinnati recital programs. Her singing group had their own radio show, and she was a featured artist at several zoo festivals. She was a member of the conservatory’s Phi Beta chapter, and later served on the fraternity’s national council. ",,2020-078,notcat2329_2329_idealScrapbook,"This is an early 20th century scrapbook containing photographs and newsprint ephemera about Harriet Schafer. The scrapbook suffers from embrittled brown crumbling page substrates that are in need of repair and support. There are also loose photographs and documents loose within the pages that need improved storage to prevent damage. Conservation staff will separate the attached components from the brittle pages while keeping all the parts in the original order. The separated and loose parts will be stored within polyester pages within the original cover, creating a hybrid encapsulated binding. The conserved binding will be stored in a cloth covered clamshell.","$3,450 ",2020,0,
2020-079,79,Albino Gorno Memorial Library,Gorno,Build the Collection,2186,CCM Library,Sonata,Piano Sonata in B minor: Facsimile after the autograph owned by Mr. Robert Owen Lehman,Piano Sonata in B minor: Facsimile after the autograph owned by Mr. Robert Owen Lehman,Franz Liszt,1973,ML96.5 .L57 B min,i17406171,Commentary by Claudio Arrau,250,"Facsimile autograph manuscript of the score. By studying hand-notated musical sources, music students may gain insights into creative processes, usually in the form of manuscripts and sketches. It is a unique experience to observe the composer’s hand at work in a piece of music you are studying or performing yourself. When it is not possible or practical to consult original sources, we turn instead to facsimile publications. Facsimiles are reproductions of source materials, ranging from simple black and white images to full-color high resolution copies that attempt to duplicate the look and feel of the original, sometimes even including the cover and binding. Over many decades, the librarians have aimed to enrich the collections with high quality facsimile reproductions, providing vicarious access to source materials of different time periods, repertoires, composers, and works (as exemplified by the facimiles listed above). Specialized publications of this kind are often issued in limited editions. ",,2020-079,i17406171_2186_klaviersonateHMoll_001N,,,2020,0,
2020-080,80,Albino Gorno Memorial Library,Gorno,Build the Collection,2184,CCM Library,Symphonie,"Symphonie fantastique, op. 14: Autograph, Bibliothèque nationale de France","Symphonie fantastique, op. 14: Autograph, Bibliothèque nationale de France",Hector Berlioz ,2017,ML96.5 .B48 op.14,i86021333,Commentary by Hugh Macdonald,1000,"Facsimile autograph manuscript of the full orchestral score from the autograph held at the Bibliothèque nationale in Paris. By studying hand-notated musical sources, music students may gain insights into creative processes, usually in the form of manuscripts and sketches. It is a unique experience to observe the composer’s hand at work in a piece of music you are studying or performing yourself. When it is not possible or practical to consult original sources, we turn instead to facsimile publications. Facsimiles are reproductions of source materials, ranging from simple black and white images to full-color high resolution copies that attempt to duplicate the look and feel of the original, sometimes even including the cover and binding. Over many decades, the librarians have aimed to enrich the collections with high quality facsimile reproductions, providing vicarious access to source materials of different time periods, repertoires, composers, and works (as exemplified by the facimiles listed above). Specialized publications of this kind are often issued in limited editions. ",,2020-080,i86021333_2184_symphonieFantastique_001N,,,2020,0,
2020-081,81,Donald C. Harrison Health Sciences Library,Harrison,Preserve for the Future,2265,HSL,History,History and Trends of Professional Nursing,History and Trends of Professional Nursing,Grace L. Deloughery,1977,WY 11 J54h 1977,i19195680,with a special unit on legal aspects by Eileen O'Neil,1000,,,2020-081,i19195680_2265_HistoryTrends_01N,"This is an adhesive binding with a green paper case. The covers and pages are detached in numerous parts and there are an undetermined number of pages missing in the back of the textblock. To repair, conservation staff will disbind, remove adhesive from the textblock spine, replacing missing pages, and rebind into a double fan adhesive binding with a new hardbound case. The original covers will be retained and inlayed into the new casebinding.",$900 ,2020,0,
2020-082,82,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2151,HSL,Imaging,Imaging of the Spine: Expert Radiology Series,Imaging of the Spine: Expert Radiology Series,"Thomas P. Naidich, and others",2011,WL 17 I31 2011,i72686479,,275,"Imaging of the Spine―an exhaustive, full-color reference―combines the ease of use of an atlas with the comprehensive coverage of a definitive reference work. Renowned experts cover every aspect of spine imaging, including the latest diagnostic modalities, interventional techniques, and image-guided procedures through over 1300 digital quality illustrations. ",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-082,i72686479_2151_imagingSpine_001N,,,2020,0,
2020-083,83,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2152,HSL,Lewin's,Lewin's CELLs,Lewin's CELLs,"George Plopper, David Sharp and Eric Sikorski",2011,QU 300 C393 2011,i71833997,,200,"Extraordinary technological advances in the last century have fundamentally altered the way we ask questions about biology, and undergraduate and graduate students must have the necessary tools to investigate the world of the cell. The ideal text for students in advanced cell biology courses, Lewin’s CELLS, offers a comprehensive, rigorous overview of the structure, organization, growth, regulation, movements, and interactions of cells, with an emphasis on eukaryotic cells. The text provides students with a solid grounding in the concepts and mechanisms underlying cell structure and function, and will leave them with a firm foundation in cell biology as well as a “big picture” view of the world of the cell.  ",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-083,i71833997_2152_lewinsCells_001N,,,2020,0,
2020-084,84,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2148,HSL,Medical,Medical and Psychosocial Care of the Cancer Survivor,Medical and Psychosocial Care of the Cancer Survivor,edited by Kenneth D. Miller,2010,QZ 200 M488m 2010,i64399680,,125,"This ground-breaking clinical reference provides a comprehensive perspective of the multiple issues facing cancer survivors, ranging from early post-treatment through long-term care. Clear, clinically practical chapters written by experts in the field concentrate on multi-dimensional issues that confront cancer survivors. Divided into four, focused sections--overview of survivorship, medical care, psychosocial care, and epidemiologic--this book is evidence-based and uses case examples and illustrations throughout to add to the understanding of the material and its application to the individual patient. Primary care physicians, nurses, oncologists, hematologists, students of medicine, and survivorship researchers will all find this to be a valuable asset in setting the standard of care in the field of cancer survivorship. ",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-084,i64399680_2148_medicalPsychosocialCare_001N,,,2020,0,
2020-085,85,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2154,HSL,Neuro-Opthalmology,Neuro-Ophthalmology Illustrated,Neuro-Ophthalmology Illustrated,Valérie Biousse and Nancy J. Newman,2009,WW 17 B616n 2009,i69318463,,125,"Neuro-ophthalmology is an ""overlap"" specialty, encompassing all disorders that affect the parts of the central nervous system related to vision. The text reflects diagnostic advances such as optical coherence tomography and features new high-quality images and videos. It begins with neuro-ophthalmic and funduscopic examinations, visual fields, commonly used ancillary testing methods, and an overview of visual loss. Subsequent chapters detail a wide array of conditions including retinal vascular diseases, optic neuropathies, disc edema, disorders of higher cortical function, abnormal visual perceptions, diplopia, orbital syndromes, cavernous sinus and orbital vascular disorders, nystagmus/other ocular oscillations, and disorders of the eyelid. Final chapters are dedicated to nonorganic neuro-ophthalmic symptoms and signs, diagnosis of headache and facial pain, neurologic and systemic disorders that commonly have neuro-ophthalmologic manifestations, and an approach to management of the visually impaired patient. ",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-085,i69318463_2154_neuroOphthalmology_001N,,,2020,0,
2020-086,86,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2149,HSL,Nutrition,Nutrition Essentials for Nursing Practice,Nutrition Essentials for Nursing Practice,Susan G. Dudek,2007,WB 400 D845n 2007,i56553821,,100,"A strong foundation in nutrition is essential for effective nursing practice. Reflecting the latest evidence-based practice and nutrition recommendations, this highly respected text maintains its focus on all steps of the nursing care process, from assessment and nursing diagnoses to implementation and evaluation.",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-086,i56553821_2149_nutritionEssentials_001N,,,2020,0,
2020-087,87,Donald C. Harrison Health Sciences Library,Harrison,Preserve for the Future,2263,HSL,Patient,Patient-Centered Approaches to Nursing,Patient-Centered Approaches to Nursing,Faye G. Abdellah,1960,WY 100 A135p 1960,i22389970,,650,,,2020-087,i22389970_2263_patientCentered,"This is a cloth covered case binding in poor condition. The boards are nearly detached, the textblock spine linings are brittle, and the cloth spine is delaminating. The edges of the covers are heavily frayed. Conservation staff will reinforce the board attachments, replace the spine linings and reback the binding using the original cloth spine. The binding will be protected with a clear polyethylene jacket. ",$400 ,2020,0,
2020-088,88,Donald C. Harrison Health Sciences Library,Harrison,Build the Collection,2153,HSL,Sports,Sports Medicine: A Comprehensive Review,Sports Medicine: A Comprehensive Review,Giles Scuderi,2005,QT 261 S765 2005,i53736503,,125,"The field of sports medicine is evolving, accelerated by emerging technologies and changing health care policies. To stay up to speed and ace the Boards, you need a resource that moves at your pace. Sanctioned by the American College of Sports Medicine (ACSM), this handy review addresses all areas of the sports medicine subspecialty board examination—with coverage that spans the full spectrum of sports medicine, from medical to skeletal conditions related to the athlete. The editors and authors include orthopedic surgeons, family physicians, pediatricians, internal medicine specialists, physiatrists, certified athletic trainers, physical therapists, psychologists, nutritionists, exercise physiologists and more, ensuring that you’ll benefit from the broad spectrum of expertise embraced by the specialty.",These were not returned and have notes in the record to contact Jessica if the book is needed by a patron,2020-088,i53736503_2153_sportsMedicine_001N,,,2020,0,
2020-089,89,Donald C. Harrison Health Sciences Library,Harrison,Preserve for the Future,2264,HSL,Watchful,Watchful Care: A History of America's Nurse Anesthetists,Watchful Care: A History of America's Nurse Anesthetists,Marianne Bankert,1989,WY 11 AA1 B218w 1989,i30110245,,675,,,2020-089,i30110245_2264_Watchful_01N,"This is a case binding from the 1980’s covered in black paper with a gold stamped spine. Both the covers are detached and the adhesive bound textblock has detached into parts. Conservation staff will remove the spine adhesive, rebind using an archival double fan adhesive technique, and perform a case reconstruction with the original spine and covers.",$575 ,2020,0,
2020-090,90,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2138,Chem-Bio Library,African,African American Women Chemists,African American Women Chemists,Jeannette E. Brown,2012,chem QD21.B69 2012,i74997622,,125,"The contributions of scientists from underrepresented populations are often scattered across numerous disparate sources.  This text aims to gather in one source the experiences and accomplishments of pioneering African-American women pioneers in chemistry, biochemistry and chemical engineering.  A detailed timeline, 1870s to present, highlights important educational and research milestones, and an extensive list of citations allows for further exploration.  In expanding library collections that honor diverse populations in the sciences and engineering, we hope to inspire current and future students.  ",,2020-090,i74997622_2138_africanAmericanChemists_001N,,,2020,0,
2020-091,91,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2166,Chem-Bio Library,Alchemical,Alchemical Recipes and Instructions For Making the Philosopher's Stone,Alchemical Recipes and Instructions For Making the Philosopher's Stone,,mid 17th century,chem QD25.A2 B44,i5451471x,,1100,This intriguing mid-17th century Italian manuscript purports to provide directions for creation of a mythical alchemical material known as the Philosopher’s Stone. This legendary substance is said to enable the transmutation of basic metals into gold or silver and is often also credited with the potential for healing and life prolongment. We look forward to translating this unique work and growing in our understanding of it in the years to come.  ,,2020-091,i5451471x_2166_alchemicalRecipes_001N,,,2020,0,
2020-092,92,Ralph E. Oesper Chemistry-Biology Library,Oesper,Preserve for the Future,2276,Chem-Bio Library,Curie,Marie Curie Photograph,Marie Curie Photograph,,c. 1920,N/A,notcat2276,Photographed by Henri Manuel,1500,"Marie Curie, the famed chemist and physicist, is best known for her research into radioactivity, including the discovery of the elements radium and polonium. She is one of only two scientists to have been awarded two Nobel Prizes. In May of 1921, at age 54, Curie made her only trip to the United States. A primary goal for the visit was for Curie to attend a White House ceremony to receive a 1-gram gift of radium from President Warren G. Harding. Interestingly, the purchase of this radium was funded through a “crowdsourcing” effort by women of the day. Accompanied by daughters Irène and Eve, Curie embarked on an exhausting 6-week U.S. tour, travelling from New York City to the Grand Canyon. She received many honorary degrees and awards at institutions and organizations, and gave a few public speeches. This signed photograph is assumed to have been acquired at one of her tour stops.  It is a rare find and a treasure of the Ralph E. Oesper Collections in the History of Chemistry, and is inscribed to the students of the University of Cincinnati. ",,2020-092,notcat2276_2276_photographMarieCurie,"This is a silver gelatin portrait photograph of Marie Curie with a handwritten signature and dedication to the students of the University of Cincinnati. It is currently housed in a framing system that is not archival and is in need of treatment for display. The photograph is suffering from silver mirroring and prior surface cleaning that is uneven. Haloing around the dedication from cleaning is evident. There is a distracting large crack running horizontally through the center of Curie’s face. Conservation staff will remove the photograph from the frame, surface clean the mount and photograph to improve visual integrity, and in-paint the crack along the photograph with watercolors. The photograph will be matted with photographic-safe mat board and re-framed into a new black frame with UV filtered glazing. A surrogate of the photograph will be created out of an archival pigmented ink jet print for long term display.",1325,2020,0,
